hostTime;deviceTime;rA;cA;rB;cB;tpb_x;tpb_y
279103.470731;63.334873;4200;4200;4200;4200;14;28
76269.025042;16.584285;2800;2800;2800;2800;16;14
493769.976119;142.683561;5000;5000;5000;5000;14;16
153317.578947;25.180814;3200;3200;3200;3200;16;12
205717.521458;51.241192;3800;3800;3800;3800;16;6
380248.145450;83.408475;4600;4600;4600;4600;14;22
379478.934492;81.516817;4600;4600;4600;4600;14;20
25.880798;0.056903;200;200;200;200;16;16
207.167848;0.158440;400;400;400;400;16;16
148950.233041;34.361145;3400;3400;3400;3400;16;8
716.820188;0.382097;600;600;600;600;16;16
98076.166861;20.654265;3000;3000;3000;3000;16;14
1734.578637;0.764774;800;800;800;800;16;16
149627.014157;52.796092;3400;3400;3400;3400;16;10
3391.993278;1.209305;1000;1000;1000;1000;16;16
5748.908176;2.388151;1200;1200;1200;1200;16;16
9154.387768;3.712110;1400;1400;1400;1400;16;16
13614.321192;5.413511;1600;1600;1600;1600;16;16
19416.215169;7.771243;1800;1800;1800;1800;16;16
277799.342566;60.790538;4200;4200;4200;4200;14;32
278015.846946;64.164363;4200;4200;4200;4200;14;30
26403.179303;10.543612;2000;2000;2000;2000;16;16
231158.656560;74.148545;4000;4000;4000;4000;16;4
381552.977125;130.411358;4600;4600;4600;4600;14;24
385263.202436;84.504320;4600;4600;4600;4600;14;26
231576.693420;102.288153;4000;4000;4000;4000;16;2
149628.263553;30.988557;3400;3400;3400;3400;16;12
35570.261389;12.473638;2200;2200;2200;2200;16;16
158570.801614;25.077025;3200;3200;3200;3200;16;14
168413.150941;42.313384;3600;3600;3600;3600;16;8
46090.270274;18.192307;2400;2400;2400;2400;16;16
168387.562929;59.170110;3600;3600;3600;3600;16;10
231434.009244;63.064457;4000;4000;4000;4000;16;6
312679.089671;74.823932;4400;4400;4400;4400;14;28
60245.297984;22.393775;2600;2600;2600;2600;16;16
167882.790753;37.358548;3600;3600;3600;3600;16;12
138706.512186;31.600029;3400;3400;3400;3400;16;14
76413.968613;28.988644;2800;2800;2800;2800;16;16
436961.319869;106.161182;4800;4800;4800;4800;14;18
277363.718666;86.262978;4200;4200;4200;4200;16;4
311076.522071;73.251791;4400;4400;4400;4400;14;32
205936.527159;49.600786;3800;3800;3800;3800;16;8
278433.126871;118.302379;4200;4200;4200;4200;16;2
206457.962957;73.723303;3800;3800;3800;3800;16;10
311565.938702;77.102931;4400;4400;4400;4400;14;30
97706.733831;32.679619;3000;3000;3000;3000;16;16
441332.623465;107.829279;4800;4800;4800;4800;14;22
435379.358563;107.342679;4800;4800;4800;4800;14;20
164596.957655;38.241408;3600;3600;3600;3600;16;14
278231.536965;72.246555;4200;4200;4200;4200;16;6
207148.819054;44.474999;3800;3800;3800;3800;16;12
419775.252555;109.977972;4800;4800;4800;4800;14;26
433485.878203;167.082053;4800;4800;4800;4800;14;24
152878.389873;42.628161;3200;3200;3200;3200;16;16
382148.741233;84.663701;4600;4600;4600;4600;14;28
231050.781177;59.044488;4000;4000;4000;4000;16;8
232649.739863;77.921313;4000;4000;4000;4000;16;10
205883.931118;44.592652;3800;3800;3800;3800;16;14
311413.348876;100.623725;4400;4400;4400;4400;16;4
312000.532025;187.016437;4400;4400;4400;4400;16;2
152105.150621;51.978790;3400;3400;3400;3400;16;16
231210.092463;51.997449;4000;4000;4000;4000;16;12
378788.738881;81.348638;4600;4600;4600;4600;14;32
379939.826993;85.706499;4600;4600;4600;4600;14;30
310742.757972;86.700598;4400;4400;4400;4400;16;6
494697.640241;107.124948;5000;5000;5000;5000;14;18
168038.761524;53.081143;3600;3600;3600;3600;16;16
25.861534;0.037976;200;200;200;200;16;18
278500.738609;67.935148;4200;4200;4200;4200;16;8
207.075337;0.093877;400;400;400;400;16;18
715.300103;0.198080;600;600;600;600;16;18
1733.334131;0.411288;800;800;800;800;16;18
280456.970272;99.564932;4200;4200;4200;4200;16;10
3368.213716;0.789985;1000;1000;1000;1000;16;18
5790.913053;1.279992;1200;1200;1200;1200;16;18
496587.448116;108.401902;5000;5000;5000;5000;14;22
495839.004194;106.146298;5000;5000;5000;5000;14;20
233984.119371;53.344829;4000;4000;4000;4000;16;14
9227.401073;2.044988;1400;1400;1400;1400;16;18
13568.321640;3.789135;1600;1600;1600;1600;16;18
19533.310945;4.256286;1800;1800;1800;1800;16;18
26589.675965;5.805351;2000;2000;2000;2000;16;18
25.852310;0.040274;200;200;200;200;16;20
25.850209;0.036767;200;200;200;200;16;22
207.045897;0.092960;400;400;400;400;16;20
207.158338;0.093806;400;400;400;400;16;22
714.261969;0.201341;600;600;600;600;16;20
720.294193;0.225118;600;600;600;600;16;22
1734.925691;0.409773;800;800;800;800;16;20
278625.615865;63.631007;4200;4200;4200;4200;16;12
1739.336367;0.412714;800;800;800;800;16;22
3372.692474;0.792626;1000;1000;1000;1000;16;20
3377.161014;0.789601;1000;1000;1000;1000;16;22
5725.422087;1.284115;1200;1200;1200;1200;16;20
496352.418236;109.964731;5000;5000;5000;5000;14;26
5728.775448;1.300676;1200;1200;1200;1200;16;22
35511.792864;7.752233;2200;2200;2200;2200;16;18
9160.025796;2.031082;1400;1400;1400;1400;16;20
9152.804056;2.036035;1400;1400;1400;1400;16;22
496242.998353;174.576750;5000;5000;5000;5000;14;24
13591.464773;2.977412;1600;1600;1600;1600;16;20
13612.431477;2.996863;1600;1600;1600;1600;16;22
442252.847812;111.325698;4800;4800;4800;4800;14;28
19501.151448;4.258068;1800;1800;1800;1800;16;20
19559.303444;4.262976;1800;1800;1800;1800;16;22
379609.891965;113.086992;4600;4600;4600;4600;16;4
45975.867860;10.117061;2400;2400;2400;2400;16;18
383088.770827;161.608813;4600;4600;4600;4600;16;2
26457.078060;5.769249;2000;2000;2000;2000;16;20
26438.393485;5.798990;2000;2000;2000;2000;16;22
206497.327618;66.448783;3800;3800;3800;3800;16;16
25.866829;0.051795;200;200;200;200;16;24
25.866099;0.038145;200;200;200;200;16;26
207.038673;0.134741;400;400;400;400;16;24
207.226470;0.090733;400;400;400;400;16;26
717.693139;0.359869;600;600;600;600;16;24
717.589738;0.215297;600;600;600;600;16;26
1743.306079;0.715194;800;800;800;800;16;24
1741.208992;0.431506;800;800;800;800;16;26
3444.925356;1.416638;1000;1000;1000;1000;16;24
3392.133561;0.786582;1000;1000;1000;1000;16;26
5729.556686;2.335775;1200;1200;1200;1200;16;24
5724.851331;1.290415;1200;1200;1200;1200;16;26
35182.228546;7.696525;2200;2200;2200;2200;16;20
35637.550417;7.728327;2200;2200;2200;2200;16;22
9139.746386;3.725551;1400;1400;1400;1400;16;24
9153.342481;2.007547;1400;1400;1400;1400;16;26
60169.397333;13.167927;2600;2600;2600;2600;16;18
13628.187497;5.124368;1600;1600;1600;1600;16;24
13551.011574;2.991593;1600;1600;1600;1600;16;26
19472.779802;4.246597;1800;1800;1800;1800;16;26
19481.093667;7.731244;1800;1800;1800;1800;16;24
45911.958813;10.170612;2400;2400;2400;2400;16;20
45869.839119;10.371304;2400;2400;2400;2400;16;22
380307.754884;96.619060;4600;4600;4600;4600;16;6
421239.719446;107.393189;4800;4800;4800;4800;14;32
26331.571449;5.743371;2000;2000;2000;2000;16;26
26522.583340;10.563983;2000;2000;2000;2000;16;24
280025.099348;60.982104;4200;4200;4200;4200;16;14
77267.450307;16.927331;2800;2800;2800;2800;16;18
311696.426231;80.163613;4400;4400;4400;4400;16;8
305754.468754;110.287345;4400;4400;4400;4400;16;10
431650.308776;111.173813;4800;4800;4800;4800;14;30
35632.162071;7.705699;2200;2200;2200;2200;16;26
35674.701611;14.068944;2200;2200;2200;2200;16;24
60509.540148;14.085193;2600;2600;2600;2600;16;22
60116.720127;13.069566;2600;2600;2600;2600;16;20
45965.971627;18.157864;2400;2400;2400;2400;16;24
45994.730494;10.455029;2400;2400;2400;2400;16;26
97464.693225;20.998713;3000;3000;3000;3000;16;18
76663.396854;16.860396;2800;2800;2800;2800;16;22
76398.252719;16.428954;2800;2800;2800;2800;16;20
311040.097524;74.619067;4400;4400;4400;4400;16;12
231806.457641;84.321425;4000;4000;4000;4000;16;16
60206.882497;23.192422;2600;2600;2600;2600;16;24
60508.178794;13.812382;2600;2600;2600;2600;16;26
97414.842185;20.620360;3000;3000;3000;3000;16;22
97160.250778;20.423104;3000;3000;3000;3000;16;20
76439.666585;28.983005;2800;2800;2800;2800;16;24
76333.977070;17.435036;2800;2800;2800;2800;16;26
151432.598096;25.121682;3200;3200;3200;3200;16;18
421058.270000;133.538793;4800;4800;4800;4800;16;4
98827.633853;35.627626;3000;3000;3000;3000;16;24
98256.526939;23.539733;3000;3000;3000;3000;16;26
429028.744962;247.537133;4800;4800;4800;4800;16;2
315085.357687;71.625546;4400;4400;4400;4400;16;14
492189.769515;114.223464;5000;5000;5000;5000;14;28
138272.158295;25.402838;3200;3200;3200;3200;16;22
148175.587084;25.137576;3200;3200;3200;3200;16;20
379477.329377;90.336493;4600;4600;4600;4600;16;8
384504.153829;123.561447;4600;4600;4600;4600;16;10
420302.916403;113.836465;4800;4800;4800;4800;16;6
25.922341;0.038270;200;200;200;200;16;28
207.330332;0.095359;400;400;400;400;16;28
148548.147276;30.876207;3400;3400;3400;3400;16;18
722.976536;0.217423;600;600;600;600;16;28
277629.167245;84.019643;4200;4200;4200;4200;16;16
1741.335115;0.411707;800;800;800;800;16;28
3374.607223;0.771157;1000;1000;1000;1000;16;28
5801.637009;1.357525;1200;1200;1200;1200;16;28
9169.307367;2.011221;1400;1400;1400;1400;16;28
13711.377351;3.089766;1600;1600;1600;1600;16;28
152587.989923;43.887018;3200;3200;3200;3200;16;24
152416.032782;26.759619;3200;3200;3200;3200;16;26
19454.959293;4.221950;1800;1800;1800;1800;16;28
497714.965932;106.288646;5000;5000;5000;5000;14;32
149011.278378;30.362760;3400;3400;3400;3400;16;22
381493.588188;84.775104;4600;4600;4600;4600;16;12
26502.792744;5.752573;2000;2000;2000;2000;16;28
491573.554047;111.976436;5000;5000;5000;5000;14;30
149586.291442;30.060143;3400;3400;3400;3400;16;20
35464.822936;7.661284;2200;2200;2200;2200;16;28
168209.430410;37.033619;3600;3600;3600;3600;16;18
46054.668885;10.293805;2400;2400;2400;2400;16;28
25.871451;0.036397;200;200;200;200;16;30
25.885037;0.036803;200;200;200;200;16;32
207.055001;0.097033;400;400;400;400;16;30
207.146943;0.095881;400;400;400;400;16;32
721.878992;0.224903;600;600;600;600;16;32
717.015433;0.213039;600;600;600;600;16;30
1733.672770;0.415405;800;800;800;800;16;32
1734.577892;0.412196;800;800;800;800;16;30
150150.063141;51.943133;3400;3400;3400;3400;16;24
3381.379893;0.787126;1000;1000;1000;1000;16;32
3379.647141;0.782707;1000;1000;1000;1000;16;30
149926.491652;31.284120;3400;3400;3400;3400;16;26
5730.588869;1.280515;1200;1200;1200;1200;16;32
5725.270501;1.274223;1200;1200;1200;1200;16;30
9145.754968;2.027214;1400;1400;1400;1400;16;30
9133.187356;1.996104;1400;1400;1400;1400;16;32
60552.693345;13.334726;2600;2600;2600;2600;16;28
13582.277014;2.952227;1600;1600;1600;1600;16;30
13709.700742;2.989989;1600;1600;1600;1600;16;32
169417.152999;36.353951;3600;3600;3600;3600;16;22
19272.792046;4.224228;1800;1800;1800;1800;16;30
19517.172555;4.207498;1800;1800;1800;1800;16;32
169343.293802;37.507121;3600;3600;3600;3600;16;20
26328.249889;5.727429;2000;2000;2000;2000;16;30
26377.709420;5.700687;2000;2000;2000;2000;16;32
384152.925351;80.823368;4600;4600;4600;4600;16;14
311562.720562;108.485325;4400;4400;4400;4400;16;16
76221.088972;16.663649;2800;2800;2800;2800;16;28
35416.978746;7.677494;2200;2200;2200;2200;16;30
35472.864256;7.599532;2200;2200;2200;2200;16;32
157774.420694;37.201282;3600;3600;3600;3600;16;26
45859.309343;10.075291;2400;2400;2400;2400;16;32
45934.121058;10.147506;2400;2400;2400;2400;16;30
168480.957452;54.817837;3600;3600;3600;3600;16;24
206206.063313;43.253316;3800;3800;3800;3800;16;18
496565.305660;147.280915;5000;5000;5000;5000;16;4
490408.730758;216.170939;5000;5000;5000;5000;16;2
25.861461;0.047878;200;200;200;200;18;2
207.068769;0.133871;400;400;400;400;18;2
428462.200275;106.159013;4800;4800;4800;4800;16;8
729.988078;0.334874;600;600;600;600;18;2
97968.022365;20.415971;3000;3000;3000;3000;16;28
1719.929106;0.712864;800;800;800;800;18;2
430773.957951;140.061408;4800;4800;4800;4800;16;10
3382.193120;1.339540;1000;1000;1000;1000;18;2
5866.713251;2.255075;1200;1200;1200;1200;18;2
60032.862001;13.034902;2600;2600;2600;2600;16;30
61257.062423;13.009232;2600;2600;2600;2600;16;32
9153.025219;3.549131;1400;1400;1400;1400;18;2
13627.465709;5.282865;1600;1600;1600;1600;18;2
206567.508773;42.915359;3800;3800;3800;3800;16;22
19535.185259;7.471790;1800;1800;1800;1800;18;2
206248.305920;44.066676;3800;3800;3800;3800;16;20
497476.151128;125.446959;5000;5000;5000;5000;16;6
26628.410195;10.284574;2000;2000;2000;2000;18;2
76856.108472;16.445812;2800;2800;2800;2800;16;30
76711.556543;16.311907;2800;2800;2800;2800;16;32
434529.152238;98.951412;4800;4800;4800;4800;16;12
35392.834104;13.663611;2200;2200;2200;2200;18;2
156711.800201;25.494499;3200;3200;3200;3200;16;28
205487.767755;43.556245;3800;3800;3800;3800;16;26
45932.198490;18.508591;2400;2400;2400;2400;18;2
206080.413668;71.311253;3800;3800;3800;3800;16;24
232319.067347;51.912662;4000;4000;4000;4000;16;18
97269.400812;20.421876;3000;3000;3000;3000;16;32
97905.981952;20.236671;3000;3000;3000;3000;16;30
60217.875099;26.439135;2600;2600;2600;2600;18;2
232455.774818;50.778649;4000;4000;4000;4000;16;22
384694.524780;122.986284;4600;4600;4600;4600;16;16
416624.492455;95.681416;4800;4800;4800;4800;16;14
232348.426600;52.762038;4000;4000;4000;4000;16;20
76405.496398;37.040893;2800;2800;2800;2800;18;2
148429.807391;30.019091;3400;3400;3400;3400;16;28
148117.639244;25.800889;3200;3200;3200;3200;16;32
148352.167343;26.732883;3200;3200;3200;3200;16;30
230753.511723;51.766308;4000;4000;4000;4000;16;26
231254.745247;86.071588;4000;4000;4000;4000;16;24
97115.119397;50.459377;3000;3000;3000;3000;18;2
25.881518;0.036723;200;200;200;200;18;4
207.455280;0.112143;400;400;400;400;18;4
719.891598;0.275394;600;600;600;600;18;4
1734.949986;0.542002;800;800;800;800;18;4
3397.470574;1.029453;1000;1000;1000;1000;18;4
5731.423489;1.716294;1200;1200;1200;1200;18;4
9198.085791;2.700729;1400;1400;1400;1400;18;4
13727.807958;3.996187;1600;1600;1600;1600;18;4
278589.093834;58.821321;4200;4200;4200;4200;16;18
168471.528713;36.052606;3600;3600;3600;3600;16;28
19516.881265;5.647137;1800;1800;1800;1800;18;4
489356.015460;117.644155;5000;5000;5000;5000;16;8
149109.643409;30.240868;3400;3400;3400;3400;16;32
148747.884349;30.815493;3400;3400;3400;3400;16;30
494150.406214;157.503338;5000;5000;5000;5000;16;10
26362.726651;7.778675;2000;2000;2000;2000;18;4
25.893486;0.040879;200;200;200;200;18;6
25.871815;0.041594;200;200;200;200;18;8
207.152911;0.103374;400;400;400;400;18;6
207.241239;0.101320;400;400;400;400;18;8
720.073869;0.221313;600;600;600;600;18;8
719.318495;0.235435;600;600;600;600;18;6
1707.094419;0.514443;800;800;800;800;18;6
1741.736759;0.509098;800;800;800;800;18;8
3383.817726;0.866308;1000;1000;1000;1000;18;8
3389.600432;0.923785;1000;1000;1000;1000;18;6
5788.759673;1.449748;1200;1200;1200;1200;18;8
5732.809254;1.523480;1200;1200;1200;1200;18;6
35441.367051;10.323183;2200;2200;2200;2200;18;4
9302.713081;2.262774;1400;1400;1400;1400;18;8
9169.068325;2.400785;1400;1400;1400;1400;18;6
13734.892951;3.456358;1600;1600;1600;1600;18;8
13559.479476;3.581349;1600;1600;1600;1600;18;6
279085.027836;60.890553;4200;4200;4200;4200;16;22
164498.478266;67.938468;3200;3200;3200;3200;18;2
277753.322315;60.153285;4200;4200;4200;4200;16;20
19780.570095;4.737483;1800;1800;1800;1800;18;8
19536.885272;5.010977;1800;1800;1800;1800;18;6
45878.014503;13.804135;2400;2400;2400;2400;18;4
497325.587166;109.828078;5000;5000;5000;5000;16;12
26628.575962;6.591832;2000;2000;2000;2000;18;8
26320.959181;6.925026;2000;2000;2000;2000;18;6
25.884172;0.052070;200;200;200;200;18;10
207.590483;0.163685;400;400;400;400;18;10
716.702234;0.382997;600;600;600;600;18;10
1743.650276;0.875565;800;800;800;800;18;10
3443.474378;1.500769;1000;1000;1000;1000;18;10
5729.598719;2.520262;1200;1200;1200;1200;18;10
35525.471973;9.168687;2200;2200;2200;2200;18;6
35781.883527;8.661084;2200;2200;2200;2200;18;8
9129.845933;3.952221;1400;1400;1400;1400;18;10
60438.620496;18.676805;2600;2600;2600;2600;18;4
168098.363299;36.097618;3600;3600;3600;3600;16;32
13545.529669;5.373151;1600;1600;1600;1600;18;10
168165.118644;36.626703;3600;3600;3600;3600;16;30
282134.057106;60.213422;4200;4200;4200;4200;16;26
278553.475179;86.740505;4200;4200;4200;4200;16;24
19503.391620;7.158695;1800;1800;1800;1800;18;10
206090.335030;44.144131;3800;3800;3800;3800;16;28
45784.645137;12.364922;2400;2400;2400;2400;18;6
46401.977967;11.850558;2400;2400;2400;2400;18;8
26485.172266;11.347659;2000;2000;2000;2000;18;10
143829.332425;81.690889;3400;3400;3400;3400;18;2
432038.463889;135.379115;4800;4800;4800;4800;16;16
25.872321;0.040131;200;200;200;200;18;12
76485.256243;25.890852;2800;2800;2800;2800;18;4
207.163564;0.095712;400;400;400;400;18;12
723.754500;0.214944;600;600;600;600;18;12
1739.388361;0.474403;800;800;800;800;18;12
3393.812484;0.817372;1000;1000;1000;1000;18;12
5738.360978;1.346397;1200;1200;1200;1200;18;12
35439.738808;15.040384;2200;2200;2200;2200;18;10
60060.424223;15.938118;2600;2600;2600;2600;18;6
61202.092002;14.992327;2600;2600;2600;2600;18;8
9134.197722;2.098243;1400;1400;1400;1400;18;12
13559.118820;3.405683;1600;1600;1600;1600;18;12
312811.901176;69.132147;4400;4400;4400;4400;16;18
492584.746455;105.565819;5000;5000;5000;5000;16;14
19411.980331;4.805132;1800;1800;1800;1800;18;12
46022.357938;20.776882;2400;2400;2400;2400;18;10
26444.400869;6.029008;2000;2000;2000;2000;18;12
97585.483833;32.853109;3000;3000;3000;3000;18;4
76189.473806;20.479406;2800;2800;2800;2800;18;6
76370.819543;18.988238;2800;2800;2800;2800;18;8
25.856129;0.038649;200;200;200;200;18;14
207.085031;0.094569;400;400;400;400;18;14
718.605129;0.207245;600;600;600;600;18;14
1738.741529;0.492255;800;800;800;800;18;14
3375.944831;0.800302;1000;1000;1000;1000;18;14
35179.081660;8.018159;2200;2200;2200;2200;18;12
5736.185546;1.304981;1200;1200;1200;1200;18;14
60574.027109;23.181261;2600;2600;2600;2600;18;10
9310.857224;2.057045;1400;1400;1400;1400;18;14
205983.554731;42.280001;3800;3800;3800;3800;16;32
205347.883948;42.853947;3800;3800;3800;3800;16;30
314984.281618;70.874832;4400;4400;4400;4400;16;22
13743.057764;3.474216;1600;1600;1600;1600;18;14
168584.859896;98.617353;3600;3600;3600;3600;18;2
311811.058185;70.509747;4400;4400;4400;4400;16;20
19794.765207;4.301663;1800;1800;1800;1800;18;14
45993.437178;11.425603;2400;2400;2400;2400;18;12
232459.699227;50.549874;4000;4000;4000;4000;16;28
97211.100154;27.258806;3000;3000;3000;3000;18;6
26660.222310;5.845631;2000;2000;2000;2000;18;14
76534.652861;31.133620;2800;2800;2800;2800;18;10
99151.393463;23.430821;3000;3000;3000;3000;18;8
60457.173669;13.787778;2600;2600;2600;2600;18;12
36045.285091;7.855957;2200;2200;2200;2200;18;14
314896.286856;69.819385;4400;4400;4400;4400;16;26
312157.402643;100.055462;4400;4400;4400;4400;16;24
165478.335449;42.227316;3200;3200;3200;3200;18;4
46419.040489;11.707758;2400;2400;2400;2400;18;14
97730.654745;37.902718;3000;3000;3000;3000;18;10
76205.971609;17.557373;2800;2800;2800;2800;18;12
58650.754782;13.375134;2600;2600;2600;2600;18;14
151458.573089;35.150939;3200;3200;3200;3200;18;6
147906.213483;29.513568;3200;3200;3200;3200;18;8
208431.142808;137.167090;3800;3800;3800;3800;18;2
231212.020523;51.005442;4000;4000;4000;4000;16;32
230794.887471;51.725528;4000;4000;4000;4000;16;30
96856.616367;21.559942;3000;3000;3000;3000;18;12
148350.624406;50.712123;3400;3400;3400;3400;18;4
76440.974164;16.948820;2800;2800;2800;2800;18;14
383849.471663;78.890192;4600;4600;4600;4600;16;18
149833.930505;50.357543;3200;3200;3200;3200;18;10
278129.686536;59.849084;4200;4200;4200;4200;16;28
491594.731275;142.578089;5000;5000;5000;5000;16;16
149018.315548;43.182620;3400;3400;3400;3400;18;6
150183.810779;35.013520;3400;3400;3400;3400;18;8
98254.072786;21.644331;3000;3000;3000;3000;18;14
387515.823731;81.382598;4600;4600;4600;4600;16;22
381211.920786;80.284534;4600;4600;4600;4600;16;20
25.867599;0.059535;200;200;200;200;18;16
207.138953;0.156239;400;400;400;400;18;16
716.201012;0.363989;600;600;600;600;18;16
1734.397703;0.859852;800;800;800;800;18;16
3366.233559;1.418552;1000;1000;1000;1000;18;16
153675.919659;28.397626;3200;3200;3200;3200;18;12
5812.525658;2.347458;1200;1200;1200;1200;18;16
9151.851198;3.691953;1400;1400;1400;1400;18;16
168236.268087;61.662776;3600;3600;3600;3600;18;4
13558.904526;6.225718;1600;1600;1600;1600;18;16
230796.504537;169.345092;4000;4000;4000;4000;18;2
149571.237529;56.002653;3400;3400;3400;3400;18;10
19395.393851;6.621576;1800;1800;1800;1800;18;16
26469.191569;10.551547;2000;2000;2000;2000;18;16
380651.420192;121.889595;4600;4600;4600;4600;16;24
381497.786944;80.297589;4600;4600;4600;4600;16;26
277477.020091;57.802750;4200;4200;4200;4200;16;32
278068.497576;58.203878;4200;4200;4200;4200;16;30
168100.092847;50.666778;3600;3600;3600;3600;18;6
168226.914463;41.672088;3600;3600;3600;3600;18;8
35714.676263;14.149881;2200;2200;2200;2200;18;16
166219.299026;28.176412;3200;3200;3200;3200;18;14
150753.011662;33.152199;3400;3400;3400;3400;18;12
46360.782519;20.719226;2400;2400;2400;2400;18;16
167964.885166;66.724060;3600;3600;3600;3600;18;10
313126.116845;70.262629;4400;4400;4400;4400;16;28
61013.397740;22.435476;2600;2600;2600;2600;18;16
206582.725562;73.549462;3800;3800;3800;3800;18;4
145890.832546;32.496213;3400;3400;3400;3400;18;14
76221.710698;29.119211;2800;2800;2800;2800;18;16
278455.862625;200.733502;4200;4200;4200;4200;18;2
205828.620402;59.553561;3800;3800;3800;3800;18;6
436906.245250;92.281005;4800;4800;4800;4800;16;18
206042.878114;50.806322;3800;3800;3800;3800;18;8
168099.660594;39.944222;3600;3600;3600;3600;18;12
417335.692101;93.251663;4800;4800;4800;4800;16;22
311693.573827;67.210316;4400;4400;4400;4400;16;32
97725.845364;35.762183;3000;3000;3000;3000;18;16
311223.912313;68.492794;4400;4400;4400;4400;16;30
206222.306943;73.359239;3800;3800;3800;3800;18;10
452788.998995;93.938574;4800;4800;4800;4800;16;20
168403.840273;39.406293;3600;3600;3600;3600;18;14
231771.774474;87.112403;4000;4000;4000;4000;18;4
429014.624050;137.660098;4800;4800;4800;4800;16;24
205800.824889;46.770507;3800;3800;3800;3800;18;12
453503.048389;92.598135;4800;4800;4800;4800;16;26
232107.932391;71.599178;4000;4000;4000;4000;18;6
232317.421083;60.239638;4000;4000;4000;4000;18;8
155869.180134;42.951594;3200;3200;3200;3200;18;16
381302.592126;80.267532;4600;4600;4600;4600;16;28
310355.297903;237.834576;4400;4400;4400;4400;18;2
191534.740135;45.997552;3800;3800;3800;3800;18;14
25.888853;0.038788;200;200;200;200;18;18
231011.824088;97.980811;4000;4000;4000;4000;18;10
207.148370;0.095116;400;400;400;400;18;18
717.705997;0.221443;600;600;600;600;18;18
1703.166997;0.491198;800;800;800;800;18;18
3392.351490;0.851726;1000;1000;1000;1000;18;18
5733.237693;1.424718;1200;1200;1200;1200;18;18
9162.902692;2.203169;1400;1400;1400;1400;18;18
13614.904554;3.544809;1600;1600;1600;1600;18;18
149566.794073;52.019725;3400;3400;3400;3400;18;16
19422.389023;4.576401;1800;1800;1800;1800;18;18
26379.963581;6.298357;2000;2000;2000;2000;18;18
278543.985388;100.641346;4200;4200;4200;4200;18;4
230692.715669;58.818454;4000;4000;4000;4000;18;12
25.863304;0.055730;200;200;200;200;18;20
207.079108;0.171827;400;400;400;400;18;20
716.048532;0.395436;600;600;600;600;18;20
1733.666970;0.910809;800;800;800;800;18;20
35180.248610;8.419570;2200;2200;2200;2200;18;18
3371.067080;1.487825;1000;1000;1000;1000;18;20
381685.603388;77.117871;4600;4600;4600;4600;16;32
380786.330461;77.980639;4600;4600;4600;4600;16;30
5794.009481;2.506429;1200;1200;1200;1200;18;20
9137.898442;3.921849;1400;1400;1400;1400;18;20
485579.140817;101.448563;5000;5000;5000;5000;16;18
13597.575949;6.594284;1600;1600;1600;1600;18;20
45904.567519;12.046250;2400;2400;2400;2400;18;18
279461.064273;81.503685;4200;4200;4200;4200;18;6
19456.453735;8.212219;1800;1800;1800;1800;18;20
281915.936442;72.504011;4200;4200;4200;4200;18;8
223475.049657;58.018339;4000;4000;4000;4000;18;14
26532.034698;11.154841;2000;2000;2000;2000;18;20
25.876700;0.044998;200;200;200;200;18;22
207.136424;0.097122;400;400;400;400;18;22
169239.130836;61.950571;3600;3600;3600;3600;18;16
718.824782;0.229628;600;600;600;600;18;22
1740.190936;0.491042;800;800;800;800;18;22
60026.005199;14.462116;2600;2600;2600;2600;18;18
492756.664036;105.735722;5000;5000;5000;5000;16;22
3376.590541;0.833401;1000;1000;1000;1000;18;22
5731.071648;1.349347;1200;1200;1200;1200;18;22
35419.007208;14.981472;2200;2200;2200;2200;18;20
9150.726635;2.137050;1400;1400;1400;1400;18;22
13569.290991;3.560820;1600;1600;1600;1600;18;22
493551.068338;104.210839;5000;5000;5000;5000;16;20
279223.578710;105.108097;4200;4200;4200;4200;18;10
19463.882930;4.453611;1800;1800;1800;1800;18;22
45723.189251;21.849336;2400;2400;2400;2400;18;20
76393.409036;18.175129;2800;2800;2800;2800;18;18
26500.320033;6.101191;2000;2000;2000;2000;18;22
25.871118;0.036452;200;200;200;200;18;26
25.861218;0.039578;200;200;200;200;18;24
206.962948;0.098222;400;400;400;400;18;26
207.286850;0.094126;400;400;400;400;18;24
718.254189;0.213153;600;600;600;600;18;26
715.965737;0.203365;600;600;600;600;18;24
1752.097562;0.484306;800;800;800;800;18;26
1741.361024;0.505227;800;800;800;800;18;24
3367.668011;0.808568;1000;1000;1000;1000;18;26
3388.647274;0.807325;1000;1000;1000;1000;18;24
35429.359430;8.170453;2200;2200;2200;2200;18;22
5737.714300;1.339738;1200;1200;1200;1200;18;26
5728.865482;1.342877;1200;1200;1200;1200;18;24
379282.854319;279.329960;4600;4600;4600;4600;18;2
493989.248173;147.300888;5000;5000;5000;5000;16;24
60330.658552;24.768813;2600;2600;2600;2600;18;20
9135.471397;2.053783;1400;1400;1400;1400;18;26
9177.283966;2.113682;1400;1400;1400;1400;18;24
418766.835653;93.071641;4800;4800;4800;4800;16;28
13536.003009;3.524376;1600;1600;1600;1600;18;26
13632.206910;3.539526;1600;1600;1600;1600;18;24
496982.943182;105.187577;5000;5000;5000;5000;16;26
278486.647475;63.842876;4200;4200;4200;4200;18;12
19467.235953;4.318943;1800;1800;1800;1800;18;26
46020.921765;12.134100;2400;2400;2400;2400;18;22
19426.366966;4.373218;1800;1800;1800;1800;18;24
